GENDER,AGE_6,AGE_12,EDUC,NOC_10,NAICS_21,PROV,FTPTMAIN,PERMTEMP,UNION,ESTSIZE,MARSTAT,HRLYEARN,SURVYEAR,SURVMNTH,YEAR,MONTH,FINALWT,source,HAS_VALID_WAGE,IS_FEMALE,IS_FULLTIME,IS_PERMANENT,IS_UNION,HAS_DEGREE,AGE_APPROX,EDUC_COMPLETE_AGE,EXPERIENCE_PROXY,EXPERIENCE_SQ,LOG_HRLYEARN,cpi,gdp_growth,unemployment,interest_rate,inflation,recession,covid,deflator,REAL_HRLYEARN,LOG_REAL_HRLYEARN,ECONOMIC_PERIOD,GENDER_LABEL,PROV_LABEL,EDUC_LABEL,AGE_6_LABEL,AGE_12_LABEL,NOC_10_LABEL,NAICS_21_LABEL,FTPTMAIN_LABEL,UNION_LABEL,PERMTEMP_LABEL,ESTSIZE_LABEL,MARSTAT_LABEL,PROV_ABBREV
1,5,10,1,1,40,59,1,1,3,1,5,24.68,2012,5,2012,5,1060.92,Synthetic,True,0,1,1,0,0,60,18,42,1764,3.205993199037187,121.7,1.8,7.3,1.0,4.463519313304731,0,0,0.9572719802793755,23.625472473294987,3.162325472049461,pre_crisis,Male,British Columbia,High school graduate,55-64,60-64,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,<20 employees,Divorced,BC
1,4,8,3,4,83,35,1,1,1,3,2,41.07,2011,11,2011,11,1407.07,Synthetic,True,0,1,1,1,0,50,20,30,900,3.7152779279684673,119.9,3.1,7.5,1.0,-1.4790468364831555,0,0,0.9716430358632193,39.90537948290242,3.686511138940754,pre_crisis,Male,Ontario,Postsecondary certificate/diploma,45-54,50-54,Education/Law/Social/Government,,Full-time,Union member,Permanent,100-499 employees,Common-law,ON
1,4,8,3,3,39,35,2,1,3,3,2,42.01,2015,2,2015,2,1293.37,Synthetic,True,0,0,1,0,0,50,20,30,900,3.7379076851812907,126.6,0.7,6.9,0.63,5.587989991659703,0,0,0.920221169036335,38.65849131121643,3.65476644847697,oil_shock,Male,Ontario,Postsecondary certificate/diploma,45-54,50-54,Health,,Part-time,Non-unionized,Permanent,100-499 employees,Common-law,ON
1,3,6,5,6,28,35,1,1,3,3,2,33.91,2017,1,2017,1,1049.32,Synthetic,True,0,1,1,0,1,40,25,15,225,3.523709956137547,130.4,3.0,6.3,0.71,3.001579778830976,0,0,0.8934049079754601,30.29536042944785,3.4109945796507497,recovery,Male,Ontario,Above bachelor's degree,35-44,40-44,Sales and Service,,Full-time,Non-unionized,Permanent,100-499 employees,Common-law,ON
1,5,10,4,8,13,35,1,1,3,4,3,27.25,2012,2,2012,2,1215.16,Synthetic,True,0,1,1,0,1,60,22,38,1444,3.305053521109253,121.7,1.8,7.3,1.0,-6.671779141104295,0,0,0.9572719802793755,26.085661462612983,3.261385794121527,pre_crisis,Male,Ontario,Bachelor's degree,55-64,60-64,Natural Resources/Agriculture,,Full-time,Non-unionized,Permanent,500-999 employees,Widowed,ON
2,4,8,5,3,45,35,1,1,3,2,2,46.45,2019,1,2019,1,963.61,Synthetic,True,1,1,1,0,1,50,25,25,625,3.8383764652598478,136.0,1.9,5.7,1.75,11.750205423171733,0,0,0.8566176470588235,39.78988970588235,3.6836128525295506,recovery,Female,Ontario,Above bachelor's degree,45-54,50-54,Health,Retail Trade,Full-time,Non-unionized,Permanent,20-99 employees,Common-law,ON
1,5,10,5,7,76,59,1,1,3,1,5,38.78,2017,3,2017,3,808.03,Synthetic,True,0,1,1,0,1,60,25,35,1225,3.6579046498145056,130.4,3.0,6.3,0.71,-4.117647058823525,0,0,0.8934049079754601,34.64624233128834,3.545189273327708,recovery,Male,British Columbia,Above bachelor's degree,55-64,60-64,Trades/Transport/Equipment,,Full-time,Non-unionized,Permanent,<20 employees,Divorced,BC
1,3,6,1,7,14,35,2,1,3,5,1,24.9,2017,6,2017,6,1408.19,Synthetic,True,0,0,1,0,0,40,18,22,484,3.214867803470662,130.4,3.0,6.3,0.71,0.0,0,0,0.8934049079754601,22.245782208588956,3.1021524269838645,recovery,Male,Ontario,High school graduate,35-44,40-44,Trades/Transport/Equipment,,Part-time,Non-unionized,Permanent,1000+ employees,Married,ON
1,3,6,4,2,51,24,1,1,1,5,2,38.44,2014,8,2014,8,1373.22,Synthetic,True,0,1,1,1,1,40,22,18,324,3.6490985841020915,125.2,2.9,6.9,1.0,-3.9877300613496924,0,0,0.9305111821086262,35.76884984025559,3.577077398441849,pre_crisis,Male,Quebec,Bachelor's degree,35-44,40-44,Natural/Applied Sciences,Information/Cultural,Full-time,Union member,Permanent,1000+ employees,Common-law,QC
2,2,4,3,9,89,47,1,1,3,6,1,24.39,2017,3,2017,3,1247.58,Synthetic,True,1,1,1,0,0,30,20,10,100,3.194173212227829,130.4,3.0,6.3,0.71,4.153354632587858,0,0,0.8934049079754601,21.79014570552147,3.0814578357410314,recovery,Female,Saskatchewan,Postsecondary certificate/diploma,25-34,30-34,Manufacturing/Utilities,,Full-time,Non-unionized,Permanent,Unknown,Married,SK
1,3,6,1,0,91,35,1,1,3,6,4,34.93,2015,10,2015,10,1367.92,Synthetic,True,0,1,1,0,0,40,18,22,484,3.5533460588187404,126.6,0.7,6.9,0.63,-2.914110429447858,0,0,0.920221169036335,32.143325434439184,3.4702048221144204,oil_shock,Male,Ontario,High school graduate,35-44,40-44,Management,Public Administration,Full-time,Non-unionized,Permanent,Unknown,Separated,ON
1,2,4,1,9,40,46,1,1,3,1,5,14.3,2014,9,2014,9,1346.58,Synthetic,True,0,1,1,0,0,30,18,12,144,2.6602595372658615,125.2,2.9,6.9,1.0,-1.1058451816745585,0,0,0.9305111821086262,13.306309904153355,2.588238351605619,pre_crisis,Male,Manitoba,High school graduate,25-34,30-34,Manufacturing/Utilities,,Full-time,Non-unionized,Permanent,<20 employees,Divorced,MB
1,5,10,1,1,21,35,1,1,3,2,4,27.46,2018,10,2018,10,1402.18,Synthetic,True,0,1,1,0,0,60,18,42,1764,3.312730400339825,133.4,2.8,5.8,1.42,6.549520766773176,0,0,0.8733133433283358,23.9811844077961,3.177269539864057,recovery,Male,Ontario,High school graduate,55-64,60-64,Business/Finance/Admin,Mining/Oil/Gas,Full-time,Non-unionized,Permanent,20-99 employees,Separated,ON
2,4,8,4,3,43,46,1,4,2,5,6,38.49,2023,5,2023,5,1424.3,Synthetic,True,1,1,0,0,1,50,22,28,784,3.6503984672956546,157.1,1.2,5.4,4.75,17.76611694152923,0,0,0.7415658816040739,28.542870782940806,3.3514071950398345,inflation,Female,Manitoba,Bachelor's degree,45-54,50-54,Health,,Full-time,Covered by collective agreement,Casual,1000+ employees,"Single, never married",MB
1,6,12,2,6,48,13,1,1,3,6,6,12.93,2016,7,2016,7,1373.16,Synthetic,True,0,1,1,0,0,70,19,51,2601,2.559550192783766,128.4,1.0,7.0,0.5,-18.268618714194773,0,0,0.9073208722741433,11.731658878504673,2.4622910745336606,oil_shock,Male,New Brunswick,Some postsecondary,65+,70+,Sales and Service,Transportation/Warehousing,Full-time,Non-unionized,Permanent,Unknown,"Single, never married",NB
2,1,2,4,9,15,12,1,1,3,1,1,13.25,2017,8,2017,8,1396.22,Synthetic,True,1,1,1,0,1,20,22,0,0,2.583997552432231,130.4,3.0,6.3,0.71,1.5576323987538832,0,0,0.8934049079754601,11.837615030674847,2.4712821759454338,recovery,Female,Nova Scotia,Bachelor's degree,15-24,20-24,Manufacturing/Utilities,,Full-time,Non-unionized,Permanent,<20 employees,Married,NS
2,2,4,3,2,69,35,1,3,1,3,1,34.45,2010,3,2010,3,1151.19,Synthetic,True,1,1,0,1,0,30,20,10,100,3.539508997459668,116.5,3.1,8.1,0.59,-10.659509202453988,0,0,1.0,34.45,3.539508997459668,pre_crisis,Female,Ontario,Postsecondary certificate/diploma,25-34,30-34,Natural/Applied Sciences,,Full-time,Union member,Seasonal,100-499 employees,Married,ON
1,5,10,3,7,61,35,1,2,3,1,1,26.92,2020,2,2020,2,1295.61,Synthetic,True,0,1,0,0,0,60,20,40,1600,3.2928695047765273,137.0,-5.1,9.5,0.5,17.59656652360515,1,1,0.8503649635036497,22.89182481751825,3.1307798519541574,covid,Male,Ontario,Postsecondary certificate/diploma,55-64,60-64,Trades/Transport/Equipment,Education,Full-time,Non-unionized,Temporary,<20 employees,Married,ON
2,3,6,2,7,75,24,1,1,3,5,2,20.25,2011,2,2011,2,1033.27,Synthetic,True,1,1,1,0,0,40,19,21,441,3.0081547935525483,119.9,3.1,7.5,1.0,-12.481751824817511,0,0,0.9716430358632193,19.675771476230192,2.979388004524835,pre_crisis,Female,Quebec,Some postsecondary,35-44,40-44,Trades/Transport/Equipment,,Full-time,Non-unionized,Permanent,1000+ employees,Common-law,QC
1,3,6,3,1,78,35,1,3,3,5,6,43.15,2017,5,2017,5,1402.79,Synthetic,True,0,1,0,0,0,40,20,20,400,3.764682417529437,130.4,3.0,6.3,0.71,8.757297748123438,0,0,0.8934049079754601,38.550421779141104,3.6519670410426395,recovery,Male,Ontario,Postsecondary certificate/diploma,35-44,40-44,Business/Finance/Admin,,Full-time,Non-unionized,Seasonal,1000+ employees,"Single, never married",ON
2,5,10,3,4,68,59,1,1,3,5,1,33.41,2021,1,2021,1,1401.01,Synthetic,True,1,1,1,0,0,60,20,40,1600,3.508855256368665,141.6,5.0,7.5,0.25,8.588957055214719,0,1,0.8227401129943503,27.48774717514124,3.313740348114801,covid,Female,British Columbia,Postsecondary certificate/diploma,55-64,60-64,Education/Law/Social/Government,,Full-time,Non-unionized,Permanent,1000+ employees,Married,BC
2,3,6,1,4,58,24,1,1,1,3,2,29.78,2018,2,2018,2,846.3,Synthetic,True,1,1,1,1,0,40,18,22,484,3.393837027255863,133.4,2.8,5.8,1.42,-5.790960451977389,0,0,0.8733133433283358,26.00727136431784,3.258376166780095,recovery,Female,Quebec,High school graduate,35-44,40-44,Education/Law/Social/Government,,Full-time,Union member,Permanent,100-499 employees,Common-law,QC
2,2,4,4,3,68,48,1,1,3,3,5,40.82,2013,9,2013,9,1042.91,Synthetic,True,1,1,1,0,1,30,22,8,64,3.709172157381699,122.8,2.3,7.1,1.0,-7.946026986506749,0,0,0.9486970684039088,38.72581433224756,3.656506414674412,pre_crisis,Female,Alberta,Bachelor's degree,25-34,30-34,Health,,Full-time,Non-unionized,Permanent,100-499 employees,Divorced,AB
1,5,10,3,7,47,48,1,1,3,2,2,26.17,2025,7,2025,7,920.01,Synthetic,True,0,1,1,0,0,60,20,40,1600,3.2646137165420543,165.0,1.8,6.3,3.75,34.36482084690553,0,0,0.706060606060606,18.47760606060606,2.9165595156472293,stabilization,Male,Alberta,Postsecondary certificate/diploma,55-64,60-64,Trades/Transport/Equipment,,Full-time,Non-unionized,Permanent,20-99 employees,Common-law,AB
2,1,2,0,9,17,59,1,1,2,2,5,11.26,2021,6,2021,6,895.06,Synthetic,True,1,1,1,0,0,20,16,4,16,2.421256622711544,141.6,5.0,7.5,0.25,-14.181818181818183,0,1,0.8227401129943503,9.264053672316384,2.2261417144576803,covid,Female,British Columbia,Less than high school,15-24,20-24,Manufacturing/Utilities,,Full-time,Covered by collective agreement,Permanent,20-99 employees,Divorced,BC
1,5,10,4,7,70,59,1,2,3,6,6,46.98,2025,9,2025,9,1090.42,Synthetic,True,0,1,0,0,1,60,22,38,1444,3.849721979230767,165.0,1.8,6.3,3.75,16.52542372881356,0,0,0.706060606060606,33.17072727272727,3.5016677783359413,stabilization,Male,British Columbia,Bachelor's degree,55-64,60-64,Trades/Transport/Equipment,,Full-time,Non-unionized,Temporary,Unknown,"Single, never married",BC
1,1,2,1,9,69,35,1,1,3,1,1,11.6,2019,7,2019,7,1237.96,Synthetic,True,0,1,1,0,0,20,18,2,4,2.451005098112319,136.0,1.9,5.7,1.75,-17.575757575757578,0,0,0.8566176470588235,9.936764705882352,2.296241485382022,recovery,Male,Ontario,High school graduate,15-24,20-24,Manufacturing/Utilities,,Full-time,Non-unionized,Permanent,<20 employees,Married,ON
1,4,8,3,0,20,35,2,4,3,2,5,34.89,2020,11,2020,11,1040.61,Synthetic,True,0,0,0,0,0,50,20,30,900,3.5522002551986827,137.0,-5.1,9.5,0.5,0.7352941176470562,1,1,0.8503649635036497,29.669233576642338,3.3901106023763132,covid,Male,Ontario,Postsecondary certificate/diploma,45-54,50-54,Management,,Part-time,Non-unionized,Casual,20-99 employees,Divorced,ON
2,1,2,3,0,43,35,1,1,1,5,2,29.94,2019,5,2019,5,1016.45,Synthetic,True,1,1,1,1,0,20,20,0,0,3.3991953789914824,136.0,1.9,5.7,1.75,-0.7299270072992692,0,0,0.8566176470588235,25.647132352941178,3.2444317662611857,recovery,Female,Ontario,Postsecondary certificate/diploma,15-24,20-24,Management,,Full-time,Union member,Permanent,1000+ employees,Common-law,ON
2,4,8,0,8,61,24,1,1,3,3,6,19.53,2023,9,2023,9,866.12,Synthetic,True,1,1,1,0,0,50,16,34,1156,2.9719517448885875,157.1,1.2,5.4,4.75,15.514705882352931,0,0,0.7415658816040739,14.482781667727563,2.6729604726327674,inflation,Female,Quebec,Less than high school,45-54,50-54,Natural Resources/Agriculture,Education,Full-time,Non-unionized,Permanent,100-499 employees,"Single, never married",QC
1,1,2,3,8,88,24,1,1,3,6,1,17.76,2018,6,2018,6,1068.04,Synthetic,True,0,1,1,0,0,20,20,0,0,2.876948737564024,133.4,2.8,5.8,1.42,-15.085932527052826,0,0,0.8733133433283358,15.510044977511244,2.741487877088256,recovery,Male,Quebec,Postsecondary certificate/diploma,15-24,20-24,Natural Resources/Agriculture,,Full-time,Non-unionized,Permanent,Unknown,Married,QC
1,5,10,3,1,46,35,1,1,3,2,6,36.8,2013,6,2013,6,1129.68,Synthetic,True,0,1,1,0,0,60,20,40,1600,3.6054978451748854,122.8,2.3,7.1,1.0,-7.946026986506749,0,0,0.9486970684039088,34.91205211726384,3.5528321024675984,pre_crisis,Male,Ontario,Postsecondary certificate/diploma,55-64,60-64,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,20-99 employees,"Single, never married",ON
1,3,6,3,3,48,24,1,1,3,5,1,28.63,2019,11,2019,11,1079.09,Synthetic,True,0,1,1,0,0,40,20,20,400,3.354455119110024,136.0,1.9,5.7,1.75,10.749185667752448,0,0,0.8566176470588235,24.524963235294116,3.1996915063797267,recovery,Male,Quebec,Postsecondary certificate/diploma,35-44,40-44,Health,Transportation/Warehousing,Full-time,Non-unionized,Permanent,1000+ employees,Married,QC
2,1,2,1,8,65,47,1,1,3,5,2,12.7,2025,4,2025,4,1276.06,Synthetic,True,1,1,1,0,0,20,18,2,4,2.5416019934645457,165.0,1.8,6.3,3.75,21.323529411764696,0,0,0.706060606060606,8.966969696969697,2.19354779256972,stabilization,Female,Saskatchewan,High school graduate,15-24,20-24,Natural Resources/Agriculture,,Full-time,Non-unionized,Permanent,1000+ employees,Common-law,SK
1,4,8,1,1,40,59,1,1,3,1,1,29.2,2019,12,2019,12,1001.71,Synthetic,True,0,1,1,0,0,50,18,32,1024,3.374168709274236,136.0,1.9,5.7,1.75,-17.575757575757578,0,0,0.8566176470588235,25.013235294117646,3.219405096543939,recovery,Male,British Columbia,High school graduate,45-54,50-54,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,<20 employees,Married,BC
2,3,6,1,2,36,48,1,1,3,3,1,34.72,2019,1,2019,1,1301.23,Synthetic,True,1,1,1,0,0,40,18,22,484,3.5473158897921495,136.0,1.9,5.7,1.75,0.0,0,0,0.8566176470588235,29.74176470588235,3.3925522770618524,recovery,Female,Alberta,High school graduate,35-44,40-44,Natural/Applied Sciences,,Full-time,Non-unionized,Permanent,100-499 employees,Married,AB
1,2,4,5,6,52,24,1,1,3,2,2,27.58,2018,5,2018,5,1417.94,Synthetic,True,0,1,1,0,1,30,25,5,25,3.3170908723651555,133.4,2.8,5.8,1.42,-1.9117647058823461,0,0,0.8733133433283358,24.085982008995497,3.1816300118893874,recovery,Male,Quebec,Above bachelor's degree,25-34,30-34,Sales and Service,Finance/Insurance,Full-time,Non-unionized,Permanent,20-99 employees,Common-law,QC
2,1,2,0,9,57,12,1,1,3,3,5,8.67,2020,11,2020,11,1213.87,Synthetic,True,1,1,1,0,0,20,16,4,16,2.1598687907924505,137.0,-5.1,9.5,0.5,2.6986506746626615,1,1,0.8503649635036497,7.372664233576643,1.9977791379700809,covid,Female,Nova Scotia,Less than high school,15-24,20-24,Manufacturing/Utilities,,Full-time,Non-unionized,Permanent,100-499 employees,Divorced,NS
1,3,6,3,7,29,47,1,1,2,3,3,43.35,2016,9,2016,9,1072.07,Synthetic,True,0,1,1,0,0,40,20,20,400,3.769306703226551,128.4,1.0,7.0,0.5,-6.277372262773717,0,0,0.9073208722741433,39.33235981308411,3.672047584976445,oil_shock,Male,Saskatchewan,Postsecondary certificate/diploma,35-44,40-44,Trades/Transport/Equipment,,Full-time,Covered by collective agreement,Permanent,100-499 employees,Widowed,SK
1,1,2,4,7,87,35,1,1,3,6,6,19.64,2011,8,2011,8,925.79,Synthetic,True,0,1,1,0,1,20,22,0,0,2.97756830292632,119.9,3.1,7.5,1.0,-6.619937694704047,0,0,0.9716430358632193,19.08306922435363,2.948801513898607,pre_crisis,Male,Ontario,Bachelor's degree,15-24,20-24,Trades/Transport/Equipment,,Full-time,Non-unionized,Permanent,Unknown,"Single, never married",ON
1,1,2,4,3,90,48,1,1,3,1,1,27.03,2018,8,2018,8,1452.7,Synthetic,True,0,1,1,0,1,20,22,0,0,3.2969473602883563,133.4,2.8,5.8,1.42,11.25938281901584,0,0,0.8733133433283358,23.60565967016492,3.1614864998125882,recovery,Male,Alberta,Bachelor's degree,15-24,20-24,Health,,Full-time,Non-unionized,Permanent,<20 employees,Married,AB
2,2,4,4,6,35,48,1,4,1,1,5,34.03,2013,5,2013,5,1326.3,Synthetic,True,1,1,0,1,1,30,22,8,64,3.5272424885128144,122.8,2.3,7.1,1.0,-7.946026986506749,0,0,0.9486970684039088,32.284161237785014,3.4745767458055274,pre_crisis,Female,Alberta,Bachelor's degree,25-34,30-34,Sales and Service,,Full-time,Union member,Casual,<20 employees,Divorced,AB
2,4,8,5,1,28,35,1,1,1,1,1,71.81,2017,12,2017,12,972.51,Synthetic,True,1,1,1,1,1,50,25,25,625,4.2740237421222265,130.4,3.0,6.3,0.71,6.1889250814332275,0,0,0.8934049079754601,64.15540644171779,4.161308365635429,recovery,Female,Ontario,Above bachelor's degree,45-54,50-54,Business/Finance/Admin,,Full-time,Union member,Permanent,<20 employees,Married,ON
1,3,6,2,9,19,24,1,1,3,5,2,25.87,2023,9,2023,9,905.44,Synthetic,True,0,1,1,0,0,40,19,21,441,3.2530839961979376,157.1,1.2,5.4,4.75,20.475460122699385,0,0,0.7415658816040739,19.18430935709739,2.9540927239421175,inflation,Male,Quebec,Some postsecondary,35-44,40-44,Manufacturing/Utilities,,Full-time,Non-unionized,Permanent,1000+ employees,Common-law,QC
2,1,2,2,4,27,24,1,1,3,6,1,15.41,2016,3,2016,3,834.52,Synthetic,True,1,1,1,0,0,20,19,1,1,2.7350166493320245,128.4,1.0,7.0,0.5,-18.268618714194773,0,0,0.9073208722741433,13.981814641744547,2.6377575310819186,oil_shock,Female,Quebec,Some postsecondary,15-24,20-24,Education/Law/Social/Government,,Full-time,Non-unionized,Permanent,Unknown,Married,QC
2,6,12,0,6,14,24,1,1,3,2,1,11.53,2022,3,2022,3,933.39,Synthetic,True,1,1,1,0,0,70,16,54,2916,2.4449523342809676,151.2,3.8,5.3,2.5,17.757009345794383,0,0,0.7705026455026456,8.883895502645503,2.1842401435412904,inflation,Female,Quebec,Less than high school,65+,70+,Sales and Service,,Full-time,Non-unionized,Permanent,20-99 employees,Married,QC
2,5,10,1,8,65,35,1,1,3,1,2,22.75,2024,1,2024,1,1312.66,Synthetic,True,1,1,1,0,0,60,18,42,1764,3.1245651453969594,161.5,1.5,6.1,4.25,6.812169312169325,0,0,0.7213622291021672,16.4109907120743,2.797951275740003,stabilization,Female,Ontario,High school graduate,55-64,60-64,Natural Resources/Agriculture,,Full-time,Non-unionized,Permanent,<20 employees,Common-law,ON
2,2,4,3,0,64,59,2,1,3,1,1,30.53,2025,9,2025,9,1240.67,Synthetic,True,1,0,1,0,0,30,20,10,100,3.4187098067467865,165.0,1.8,6.3,3.75,2.1671826625387025,0,0,0.706060606060606,21.556030303030305,3.0706556058519614,stabilization,Female,British Columbia,Postsecondary certificate/diploma,25-34,30-34,Management,,Part-time,Non-unionized,Permanent,<20 employees,Married,BC
1,2,4,1,9,38,13,1,1,3,1,2,14.43,2016,6,2016,6,1477.21,Synthetic,True,0,1,1,0,0,30,18,12,144,2.6693093727857793,128.4,1.0,7.0,0.5,-22.18181818181818,0,0,0.9073208722741433,13.092640186915887,2.572050254535674,oil_shock,Male,New Brunswick,High school graduate,25-34,30-34,Manufacturing/Utilities,,Full-time,Non-unionized,Permanent,<20 employees,Common-law,NB
1,5,10,4,3,50,24,2,1,1,4,6,46.73,2017,2,2017,2,1025.38,Synthetic,True,0,0,1,1,1,60,22,38,1444,3.844386356712335,130.4,3.0,6.3,0.71,1.5576323987538832,0,0,0.8934049079754601,41.74881134969325,3.7316709802255374,recovery,Male,Quebec,Bachelor's degree,55-64,60-64,Health,,Part-time,Union member,Permanent,500-999 employees,"Single, never married",QC
2,3,6,0,3,19,35,2,1,3,2,1,21.33,2010,8,2010,8,1350.62,Synthetic,True,1,0,1,0,0,40,16,24,576,3.0601145324832593,116.5,3.1,8.1,0.59,-10.659509202453988,0,0,1.0,21.33,3.0601145324832593,pre_crisis,Female,Ontario,Less than high school,35-44,40-44,Health,,Part-time,Non-unionized,Permanent,20-99 employees,Married,ON
2,2,4,1,1,46,24,1,1,1,6,6,18.8,2014,12,2014,12,884.32,Synthetic,True,1,1,1,1,0,30,18,12,144,2.9338568698359038,125.2,2.9,6.9,1.0,7.467811158798288,0,0,0.9305111821086262,17.49361022364217,2.8618356841756607,pre_crisis,Female,Quebec,High school graduate,25-34,30-34,Business/Finance/Admin,,Full-time,Union member,Permanent,Unknown,"Single, never married",QC
2,3,6,4,8,18,48,1,1,3,1,1,31.4,2011,9,2011,9,1193.81,Synthetic,True,1,1,1,0,1,40,22,18,324,3.4468078929142076,119.9,3.1,7.5,1.0,-4.2332268370607,0,0,0.9716430358632193,30.509591326105085,3.418041103886494,pre_crisis,Female,Alberta,Bachelor's degree,35-44,40-44,Natural Resources/Agriculture,,Full-time,Non-unionized,Permanent,<20 employees,Married,AB
1,4,8,1,8,72,24,1,4,3,6,6,20.61,2011,9,2011,9,1126.75,Synthetic,True,0,1,0,0,0,50,18,32,1024,3.0257763949023677,119.9,3.1,7.5,1.0,0.0,0,0,0.9716430358632193,20.02556296914095,2.9970096058746543,pre_crisis,Male,Quebec,High school graduate,45-54,50-54,Natural Resources/Agriculture,Accommodation/Food,Full-time,Non-unionized,Casual,Unknown,"Single, never married",QC
1,2,4,4,0,59,59,1,1,3,2,2,39.77,2024,2,2024,2,1386.74,Synthetic,True,0,1,1,0,1,30,22,8,64,3.6831128592195994,161.5,1.5,6.1,4.25,34.69557964970809,0,0,0.7213622291021672,28.688575851393193,3.3564989895626436,stabilization,Male,British Columbia,Bachelor's degree,25-34,30-34,Management,,Full-time,Non-unionized,Permanent,20-99 employees,Common-law,BC
2,4,8,5,0,80,59,1,1,3,6,6,62.49,2010,2,2010,2,1291.12,Synthetic,True,1,1,1,0,1,50,25,25,625,4.135006543940991,116.5,3.1,8.1,0.59,-27.86377708978328,0,0,1.0,62.49,4.135006543940991,pre_crisis,Female,British Columbia,Above bachelor's degree,45-54,50-54,Management,,Full-time,Non-unionized,Permanent,Unknown,"Single, never married",BC
2,4,8,4,9,52,59,1,1,3,6,2,32.26,2014,7,2014,7,936.02,Synthetic,True,1,1,1,0,1,50,22,28,784,3.4738280726970627,125.2,2.9,6.9,1.0,7.467811158798288,0,0,0.9305111821086262,30.018290734824276,3.4018068870368197,pre_crisis,Female,British Columbia,Bachelor's degree,45-54,50-54,Manufacturing/Utilities,Finance/Insurance,Full-time,Non-unionized,Permanent,Unknown,Common-law,BC
2,3,6,2,1,12,24,1,1,3,6,5,17.48,2011,11,2011,11,1488.72,Synthetic,True,1,1,1,0,0,40,19,21,441,2.8610573702273894,119.9,3.1,7.5,1.0,-4.2332268370607,0,0,0.9716430358632193,16.984320266889075,2.832290581199676,pre_crisis,Female,Quebec,Some postsecondary,35-44,40-44,Business/Finance/Admin,,Full-time,Non-unionized,Permanent,Unknown,Divorced,QC
2,5,10,5,6,41,35,1,1,3,5,2,36.89,2013,4,2013,4,1376.2,Synthetic,True,1,1,1,0,1,60,25,35,1225,3.607940511608584,122.8,2.3,7.1,1.0,2.4186822351959902,0,0,0.9486970684039088,34.997434853420195,3.5552747689012976,pre_crisis,Female,Ontario,Above bachelor's degree,55-64,60-64,Sales and Service,Wholesale Trade,Full-time,Non-unionized,Permanent,1000+ employees,Common-law,ON
2,2,4,0,6,86,48,1,1,3,1,3,18.78,2012,1,2012,1,1048.24,Synthetic,True,1,1,1,0,0,30,16,14,196,2.932792473780117,121.7,1.8,7.3,1.0,-0.895765472312704,0,0,0.9572719802793755,17.977567789646674,2.889124746792391,pre_crisis,Female,Alberta,Less than high school,25-34,30-34,Sales and Service,,Full-time,Non-unionized,Permanent,<20 employees,Widowed,AB
1,4,8,4,8,29,48,1,1,3,1,1,35.76,2012,8,2012,8,1378.22,Synthetic,True,0,1,1,0,1,50,22,28,784,3.576829950305313,121.7,1.8,7.3,1.0,0.0,0,0,0.9572719802793755,34.23204601479047,3.533162223317587,pre_crisis,Male,Alberta,Bachelor's degree,45-54,50-54,Natural Resources/Agriculture,,Full-time,Non-unionized,Permanent,<20 employees,Married,AB
1,3,6,0,6,75,46,2,1,3,5,2,12.87,2011,2,2011,2,1469.84,Synthetic,True,0,0,1,0,0,40,16,24,576,2.554899021608035,119.9,3.1,7.5,1.0,-1.4790468364831555,0,0,0.9716430358632193,12.505045871559632,2.526132232580322,pre_crisis,Male,Manitoba,Less than high school,35-44,40-44,Sales and Service,,Part-time,Non-unionized,Permanent,1000+ employees,Common-law,MB
2,3,6,1,4,84,35,1,1,1,6,1,30.8,2022,3,2022,3,1423.2,Synthetic,True,1,1,1,1,0,40,18,22,484,3.427514689979529,151.2,3.8,5.3,2.5,26.10508757297747,0,0,0.7705026455026456,23.731481481481485,3.1668024992398514,inflation,Female,Ontario,High school graduate,35-44,40-44,Education/Law/Social/Government,,Full-time,Union member,Permanent,Unknown,Married,ON
2,2,4,5,9,70,35,1,2,3,1,6,28.4,2015,5,2015,5,1189.35,Synthetic,True,1,1,0,0,1,30,25,5,25,3.3463891451671604,126.6,0.7,6.9,0.63,-16.26984126984127,0,0,0.920221169036335,26.134281200631914,3.26324790846284,oil_shock,Female,Ontario,Above bachelor's degree,25-34,30-34,Manufacturing/Utilities,,Full-time,Non-unionized,Temporary,<20 employees,"Single, never married",ON
1,3,6,2,2,72,59,1,1,3,6,6,35.67,2011,3,2011,3,1204.0,Synthetic,True,0,1,1,0,0,40,19,21,441,3.5743099993708003,119.9,3.1,7.5,1.0,-5.292259083728268,0,0,0.9716430358632193,34.658507089241034,3.545543210343087,pre_crisis,Male,British Columbia,Some postsecondary,35-44,40-44,Natural/Applied Sciences,Accommodation/Food,Full-time,Non-unionized,Permanent,Unknown,"Single, never married",BC
1,1,2,4,2,70,24,1,3,3,4,1,25.8,2023,7,2023,7,874.62,Synthetic,True,0,1,0,0,1,20,22,0,0,3.250374491927572,157.1,1.2,5.4,4.75,31.025854879065882,0,0,0.7415658816040739,19.132399745385108,2.9513832196717518,inflation,Male,Quebec,Bachelor's degree,15-24,20-24,Natural/Applied Sciences,,Full-time,Non-unionized,Seasonal,500-999 employees,Married,QC
